#,Trough Date,Trough Price,Peak Date,Peak Price,% Gain,Days,Gap,Trough Exact Vol,Trough ±3d Avg Vol,Trough -3d Avg Vol,Trough +3d Avg Vol,Trough Trail 30d Vol,Trough Trail 60d Vol,Trough Trail 90d Vol,Trough Trail 120d Vol,Trough Trail 150d Vol,Trough Trail 180d Vol,Peak Exact Vol,Peak ±3d Avg Vol,Peak -3d Avg Vol,Peak +3d Avg Vol,Peak Trail 30d Vol,Peak Trail 60d Vol,Peak Trail 90d Vol,Peak Trail 120d Vol,Peak Trail 150d Vol,Peak Trail 180d Vol
11,2016-10-13,273.2000,2016-11-08,453.5000,66.00,26,224,7690,3759,4530,1677,2672,2128,2058,1876,1920,2112,1830,1210,677,1537,2566,2628,2378,2133,1995,2129
12,2016-12-28,219.0000,2017-02-27,395.0000,80.37,61,50,4330,5183,4703,5947,2772,2550,2681,2430,2233,2098,1540,2373,3227,1797,3154,3537,2921,2870,2670,2542
13,2017-05-12,259.8000,2017-12-21,513.6000,97.69,223,74,1930,3650,2530,5343,2372,2577,2862,2919,2801,2827,9630,5571,5843,3947,7702,6791,6787,7083,6827,6093
14,2018-01-29,321.1000,2018-02-12,470.5000,46.53,14,39,17690,20300,17560,23910,7052,7465,7099,6713,6994,6736,2510,3243,4417,2313,10483,9059,8094,7748,7790,7456
15,2018-11-14,117.2000,2018-11-15,167.0000,42.49,1,275,136360,86016,70027,85223,8044,5996,4591,4507,4302,3985,110910,86464,93010,71770,9661,7070,5309,5038,4737,4344
16,2018-11-28,110.0000,2019-01-03,223.6000,103.27,36,13,68380,55644,34290,72753,29748,17833,12499,10250,9038,7938,14720,17726,24420,12033,52516,31717,22649,17434,14792,12921
17,2019-01-14,154.3000,2019-08-05,353.7000,129.23,203,11,67010,28916,9530,35603,35924,32836,23863,18355,15385,13519,7940,7410,11373,3270,7444,6699,5949,6794,9974,17454
18,2019-09-16,217.3000,2020-04-02,704.7000,224.30,199,42,5920,7660,6943,8957,5575,6589,6319,5896,6565,9413,5490,6666,8897,4827,6222,7002,8451,8862,8315,7959
19,2020-05-05,405.7000,2020-06-25,862.9000,112.69,51,33,5090,4779,5160,4293,6036,6282,6442,8368,8217,7833,11960,16709,6783,28217,6314,5811,5907,6354,7463,7869
20,2020-09-04,293.2000,2020-12-28,557.3000,90.08,115,71,88370,87664,96513,78580,108610,65671,45782,35897,29999,26180,68830,61856,59100,62287,74420,87035,89444,85733,70677,59771
21,2021-02-17,299.1000,2021-04-06,434.4000,45.24,48,51,253080,199034,186987,193067,97327,84887,89476,89999,88677,76388,69500,59531,61543,54197,103034,106415,94833,93355,93628,93496
22,2021-10-05,58.9000,2021-12-06,132.8000,125.47,62,182,2533320,1674031,1406700,1654933,502269,319276,251437,205956,180274,171966,842070,705661,809440,556413,1296293,1163030,835873,659647,543767,463639
23,2022-01-12,80.9000,2022-01-20,108.0800,33.60,8,37,2086380,944691,739297,769523,765536,1019624,987127,779038,648580,553273,668100,594550,586717,577867,742244,1019210,1031145,819426,681440,581806
24,2022-02-02,42.6200,2022-02-10,73.9200,73.44,8,13,7399050,3426707,2562800,2966500,779325,898554,1042148,862713,718973,615672,1123650,1639179,1988783,1461417,1381526,1124406,1225434,1036198,856245,732378
25,2022-04-18,15.8600,2022-04-22,21.9000,38.08,4,67,14173050,9458236,6922017,10422850,2199217,1933023,1536096,1476116,1391896,1190625,7738350,8297414,10422850,6358333,3176023,2474870,1891578,1720992,1609370,1380590
26,2022-05-05,11.8400,2022-05-09,16.8600,42.40,4,13,11971800,11018186,8775783,12942717,5070672,3285184,2590201,2171573,2028159,1750960,11375650,10255864,12578800,7559667,5494128,3423302,2742710,2273854,2104581,1831899
27,2022-06-06,8.8850,2022-07-05,20.6250,132.13,29,28,22753000,20082943,11610933,27664933,9585563,6380793,4845101,3815075,3293906,2938736,6068800,8104400,8789933,8097400,13333103,10363483,7425736,5973719,4938114,4329206
28,2022-08-22,4.7150,2022-10-21,12.8650,172.85,60,48,37235000,33107714,33110667,31729000,23010027,18088414,14780764,11551311,9578303,8106591,9660000,10501143,9539333,11743333,21009347,25380130,21303811,18888084,16043274,13659034
29,2022-11-23,5.7650,2022-12-06,11.1650,93.67,13,33,97627200,40080971,27220200,33759667,14088953,19395690,22283378,19881590,17810690,15302518,17743800,25421600,21833800,31568667,21445653,20643043,23885291,21209542,19434737,17007336
30,2022-12-13,6.6400,2023-02-21,40.6350,511.97,70,7,52897200,36157714,36348933,30386667,23534853,20624680,23044976,21425150,19926517,17572759,4831000,5278800,3924067,6782800,7598533,17799337,16442709,18617040,20450255,19147836
31,2023-03-03,21.0250,2023-05-04,43.6450,107.59,62,10,11106000,7109029,6748667,6137067,6305587,13481987,15881918,17163775,19681203,18592864,2399600,2666200,2597267,2824000,4850107,5322060,7075138,12544362,12914628,15646827
32,2023-05-18,29.2100,2023-06-01,45.2400,54.88,14,14,9832000,5527257,4428800,5190800,4460453,4973450,5776847,11220340,11794063,13945457,3251600,2625086,3138467,1902867,4478287,4791823,5308024,8802108,11406648,12698910
33,2023-08-09,22.6650,2023-09-26,32.5750,43.72,48,69,11201400,5692971,4365000,5184800,3319347,3558090,3865282,4274298,5058516,8993787,2386800,2657229,1868067,3536533,3250413,3299550,3493967,3714653,4068999,4657254
34,2023-10-11,22.2250,2023-12-12,58.2950,162.29,62,15,8595000,5985400,6448667,4652267,2983427,3276247,3321189,3597142,3891316,4294991,1977000,2331029,2213200,2566867,2983853,3393140,3369620,3407148,3455863,3657889
35,2024-01-09,35.0200,2024-02-14,86.7450,147.70,36,28,16065000,8865343,6352600,8978200,2593040,3217070,3200496,3299045,3316101,3477497,1635600,1539543,1614267,1432800,4444020,3423633,3725153,3456158,3514848,3483494
36,2024-03-05,55.9750,2024-03-27,80.9750,44.66,22,20,1836000,1708600,2027333,1347400,2314727,3343170,3237124,3347753,3366520,3406702,1087200,1410229,1032067,1896067,1656093,3077230,2838302,3224480,3102396,3217314
37,2024-05-22,40.2600,2024-05-30,53.9100,33.90,8,56,4632400,3529686,2707133,3984667,1193627,1383457,2118402,2350557,2558200,2721407,2389500,2503786,2538567,2507100,1639030,1540652,1798677,2441911,2558535,2745386
38,2024-06-11,33.9600,2024-08-05,80.6600,137.51,55,12,5979400,4368014,4842000,3356900,2139510,1666230,1684484,2456838,2528029,2760621,759900,1023857,951500,1184200,1249273,2109528,1753919,1726848,2290494,2301282
39,2024-10-03,52.6900,2024-11-08,82.8100,57.16,36,59,2316300,2255529,2692533,1798267,1188723,1079695,1671106,1572043,1568700,1789187,1274200,1855343,1585633,2318767,1679547,1328605,1228061,1677756,1562707,1573394
40,2025-01-16,28.1200,2025-01-30,40.4300,43.78,14,69,10107600,6022229,5697433,4985233,3094103,2481557,2189711,1852449,1896040,1936618,3968600,5317129,5153000,5930767,4308833,3149647,2685983,2227293,2014674,2174932
41,2025-03-10,16.9700,2025-04-24,30.6500,80.61,45,39,13160300,12697857,13832100,11409467,8187927,6019420,4693652,3933783,3313960,2993197,5325400,5689471,5058667,6441633,8659160,8742127,7174261,5887072,5054012,4350194
42,2025-05-09,20.2000,2025-05-19,27.9300,38.27,10,15,11875600,7739300,7865367,6234467,7160647,8903493,7670704,6324048,5385659,4671207,8043200,6962000,6264300,7299300,7345393,9055390,7912221,6622328,5594329,4909791
43,2025-06-18,19.5000,2025-10-16,40.5900,108.15,120,30,8187900,6611329,6432067,6265067,6930910,7164450,8180292,7370092,6330097,5555006,3092300,3230586,2687400,3819867,3989223,3800440,4402867,5000022,5685585,6248181
44,2025-12-05,20.7900,2026-01-09,49.3900,137.57,35,50,21525200,11016086,9293200,9235933,6294473,5005727,4486669,4710494,5164581,5551788,5605200,3694329,3788100,2963600,6668870,6028138,5387802,4951696,5115267,5372039
45,2026-01-30,13.5800,2026-02-26,23.9300,76.22,27,21,54026600,29050414,26571267,23204167,7780353,7774027,6527738,5742718,5534797,5747507,4166400,5698500,4760467,7147233,15408550,10893607,9167423,7872873,7020630,6785145
