#,Trough Date,Trough Price,Peak Date,Peak Price,% Gain,Days,Gap,Trough Exact Vol,Trough ±3d Avg Vol,Trough -3d Avg Vol,Trough +3d Avg Vol,Trough Trail 30d Vol,Trough Trail 60d Vol,Trough Trail 90d Vol,Trough Trail 120d Vol,Trough Trail 150d Vol,Trough Trail 180d Vol,Peak Exact Vol,Peak ±3d Avg Vol,Peak -3d Avg Vol,Peak +3d Avg Vol,Peak Trail 30d Vol,Peak Trail 60d Vol,Peak Trail 90d Vol,Peak Trail 120d Vol,Peak Trail 150d Vol,Peak Trail 180d Vol
14,2012-11-22,302.0000,2013-01-09,487.0000,61.26,48,86,8319,16764,19487,16856,17909,20764,20692,19190,19084,23405,22273,24370,19805,29634,22642,20310,21173,21159,19926,19658
15,2013-04-18,238.5000,2013-08-09,419.0000,75.68,113,99,77998,46715,47114,35888,32731,29018,27212,24922,24440,23958,29220,30053,36015,24370,34507,38766,42213,39090,36040,33740
16,2014-06-13,120.7500,2014-10-27,203.2500,68.32,136,308,99532,125104,165433,93299,102990,125814,165065,154280,128952,111825,54844,61300,54185,70567,86985,87932,87921,91838,101775,125533
17,2014-11-20,124.7500,2015-04-27,325.2500,160.72,158,24,394612,215696,184268,187485,83335,91501,87296,91289,92525,110588,28440,51558,37155,73667,55484,59645,69146,85302,84696,85258
18,2015-05-15,217.7500,2015-12-17,749.5000,244.20,216,18,60608,74683,87157,66900,46639,58587,64042,78383,79703,82776,13760,14957,14835,15477,23172,27697,31065,35583,39733,40843
19,2016-01-08,376.7500,2016-03-03,834.0000,121.37,55,22,31424,28798,33169,23552,17524,26211,27492,32722,36312,39598,19884,17138,14892,18469,17162,18981,23195,24882,28071,32360
20,2016-10-13,241.2500,2016-11-08,418.2500,73.37,26,224,51936,33778,43815,17689,26256,22700,21004,21840,22370,21640,32040,31467,26153,36591,32151,28480,24786,22781,24261,23052
21,2016-12-28,194.2500,2017-02-27,366.5000,88.67,61,50,81316,81416,104308,58557,44579,38577,34180,29980,27373,27643,70028,95815,117929,82297,77937,67996,56562,49465,43677,39093
22,2017-05-12,239.2500,2017-12-21,456.2500,90.70,223,74,53920,52819,52327,52944,42777,54668,60252,58348,53591,49024,16528,22346,20567,26065,29285,35961,37813,35732,37197,38378
23,2018-01-29,278.0000,2018-02-12,403.7500,45.23,14,39,90308,100487,99743,104625,39440,35394,39291,38168,36638,38349,14916,20632,27235,15935,58649,42893,43219,42608,40228,40065
24,2018-11-14,91.5000,2018-11-15,129.7500,41.80,1,275,370776,262507,125624,363300,38026,27443,22185,22531,21404,20065,459264,286015,220080,294201,39485,28773,22890,23153,21930,20492
25,2018-11-28,85.0000,2019-01-03,170.5000,100.59,36,13,365532,221683,187547,207869,109181,65722,48423,41215,36906,33016,71716,106973,122315,103384,216433,131904,94032,73557,63375,55772
26,2019-01-14,116.5000,2019-08-07,255.5000,119.31,205,11,264644,158346,87339,193921,171474,140327,100973,79186,67267,59334,42576,56817,75439,42943,49098,45776,41543,41648,56549,83561
27,2019-09-16,151.2500,2019-10-10,223.2500,47.60,24,40,95152,71621,74076,61321,64014,56007,51213,47221,45887,60127,65496,50544,44767,51337,71113,60848,58252,51236,49112,52378
28,2019-11-05,152.0000,2020-04-02,458.2500,201.48,149,26,73708,68139,76501,57921,55797,60463,57121,54070,49621,48437,15460,15999,9855,22324,33335,32127,32848,37613,44313,45358
29,2020-05-05,248.5000,2020-06-25,579.7500,133.30,51,33,70264,43275,38236,39319,24056,31644,29860,32334,37538,42543,22876,22699,17199,28141,19903,24478,28561,28461,29868,34052
30,2020-08-27,159.7500,2020-12-07,345.5000,116.28,102,63,133020,75683,49189,83065,42876,31304,31568,30591,31163,30965,39424,57200,75533,44792,64514,78486,72965,59995,53113,48252
31,2021-02-17,185.2500,2021-04-06,274.0000,47.91,48,72,118316,109505,115716,100357,69131,57254,68353,70397,64335,57001,55004,66043,78293,57472,66513,71878,62756,66956,70693,66301
32,2021-10-05,35.2500,2021-10-18,51.5000,46.10,13,182,488328,341613,304119,330201,145119,100218,84753,73907,71503,73137,313364,224660,239227,180525,209457,136940,110188,93314,85294,85831
33,2021-10-27,35.7500,2021-12-06,80.7500,125.87,40,9,407560,345550,355828,314603,229486,156993,123337,103793,93105,91651,364840,373051,464880,283960,364604,296446,223283,181624,154110,136768
34,2022-01-12,44.2500,2022-01-20,59.1250,33.62,8,37,711960,412857,370027,355987,368855,338905,294691,236232,200272,173905,307760,259103,219840,282147,355601,360103,316165,256363,216420,187692
35,2022-02-02,23.3250,2022-02-10,40.1750,72.24,8,13,2247400,1181314,985027,1022240,357049,367392,336582,278855,234789,203568,366840,516314,524120,558333,552305,467151,410150,339106,282237,244143
36,2022-04-18,8.5500,2022-04-22,11.8250,38.30,4,67,2774800,2200194,1754733,2454120,786439,711973,593183,536038,474488,408233,3210800,2344931,2454120,1947120,973421,829835,662955,593868,524051,451633
37,2022-05-05,6.3000,2022-05-09,9.0500,43.65,4,13,2913640,2858000,2482440,3215013,1495412,1040002,859132,737882,649202,560439,3098720,2775709,2852360,2591387,1618476,1078010,902775,772581,677294,585407
38,2022-06-07,4.7500,2022-07-05,11.0750,133.16,28,29,1796560,3427520,2681253,4717440,2234911,1643365,1325104,1076553,938225,823755,2102640,1831154,1671627,1900187,2415121,2269430,1724281,1446658,1231098,1077407
39,2022-08-22,2.5000,2022-10-21,7.0450,181.80,60,48,3813560,2760743,2600947,2569600,2702939,2542733,2425322,1996823,1723946,1497372,3122000,2953314,2170267,3680133,4734151,3748392,3309691,3045581,2696047,2361397
40,2022-11-23,3.0750,2022-12-06,5.9425,93.25,13,33,13448800,8239086,7173200,7568400,5018040,4719773,4116629,3671035,3401211,2977868,3533600,4705600,4945200,4856667,6527467,5524307,4652245,4053831,3740890,3353001
41,2022-12-13,3.4750,2023-02-21,20.9025,501.51,70,7,12431200,7874171,5845867,8383467,6743573,5387267,4740356,4105820,3819879,3463672,741600,1755086,1537867,2310133,2488707,4290127,4532764,4504950,4186028,3877399
42,2023-03-03,10.3425,2023-05-04,21.2425,105.39,62,10,4296800,2755486,2498800,2498400,2094440,3442967,4417293,4489727,4143111,3836893,1555600,1434286,1027333,1800800,1921827,1964433,2323938,3465603,3633029,3731987
43,2023-05-18,13.8275,2023-06-01,21.2300,53.53,14,14,3612800,2291886,2333867,1809600,1941787,1915287,2094213,3078413,3482667,3645493,746800,892743,508133,1326000,1932427,1930247,1996111,2624137,3426944,3578309
44,2023-08-09,10.2900,2023-09-06,14.4325,40.26,28,69,2761600,1855829,1776133,1633600,1446067,1548713,1664276,1734507,1909091,2644411,828800,1709714,2638667,1074400,1574973,1588687,1618120,1672033,1750848,2156424
45,2023-10-10,9.8300,2023-12-12,27.2350,177.06,63,34,1368000,2189486,2473067,2179733,1674053,1601967,1572262,1666663,1724520,1790936,649200,775429,793067,799867,1377000,1569973,1605769,1580803,1597960,1639627
46,2024-01-09,13.1700,2024-02-20,32.7475,148.65,42,28,4645200,2818743,2324267,2704400,826293,1322687,1468222,1471067,1495331,1556209,440400,750800,566933,1038133,2071453,1432213,1584733,1610833,1588696,1582936
47,2024-03-05,21.1300,2024-03-27,30.2675,43.24,22,14,1438400,1304057,1638667,924667,1589213,1494640,1460262,1552003,1572573,1582811,660800,1047371,742667,1480933,1020600,1560500,1309951,1483653,1518360,1511973
48,2024-05-22,13.7250,2024-05-30,18.3750,33.88,8,56,2726800,2010914,1674000,2109200,1122520,1121447,1364471,1269517,1348528,1433169,1291200,1140857,1094133,1137467,1340053,1201847,1330969,1348243,1356896,1435284
49,2024-06-11,11.6000,2024-08-02,27.4250,136.42,52,12,3383600,2530914,2822667,1954933,1416867,1208027,1159422,1378083,1324803,1425462,659600,794400,885333,748400,837800,1293740,1214689,1160917,1349987,1260118
50,2024-10-03,16.3825,2024-11-01,26.3400,60.78,29,62,1490000,1110229,1189600,904267,748933,705253,1029516,1065000,1079005,1172333,626800,852971,859600,921733,875320,767473,781342,1014763,1034107,1030782
51,2025-01-16,7.4900,2025-01-30,10.7700,43.79,14,76,4076200,2950343,3040000,2485400,2702210,1987712,1625701,1378206,1359234,1368839,3563400,3699329,3370033,4073933,3246253,2388273,1883644,1575490,1425240,1471342
52,2025-03-10,4.3700,2025-04-24,8.4400,93.14,45,39,4769000,4629100,4361133,4850433,4030743,3537512,2841186,2344796,2006978,1816224,4120900,3718400,3682700,3619933,4709397,4421830,3989249,3359894,2859867,2495414
53,2025-05-09,5.4800,2025-05-30,7.4800,36.50,21,15,5445100,4054386,4068467,3576733,4380330,4435143,4172308,3618111,3066843,2680525,2850800,4412071,3916533,5428033,3803087,4325035,4142734,3825835,3334824,2921638
54,2025-06-19,5.1800,2025-08-22,11.0300,112.93,64,20,3132600,4032814,4159333,4206367,4149137,4274392,4336146,4156385,3688344,3217607,1655300,1820857,1759167,1937733,2689933,3375678,3602056,3863093,3841791,3660979
55,2025-12-05,4.9100,2026-01-09,9.9500,102.65,35,105,11995900,6598414,5405833,5991833,3832827,3002917,2706649,2930333,3168381,3393949,3179600,3668029,3856733,3642133,4235830,3735362,3255823,3050988,3243579,3332771
56,2026-01-30,2.7300,2026-02-26,4.8200,76.56,27,21,24923300,16406486,15924967,14049067,5674057,5172770,4256884,3706338,3607575,3694373,4700500,4932814,4788367,5154700,10471147,7387090,6031886,5090694,4531155,4428991
