date,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow
2021-01-04,-2313000.0,46.27,-0.111559,-2313000.0,0.0,-2313000.0
2021-01-05,2111000.0,42.22,-0.08753,-202000.0,2111000.0,0.0
2021-01-06,4186000.0,41.86,-0.008527,3984000.0,4186000.0,0.0
2021-01-07,12492000.0,41.64,-0.005256,16476000.0,12492000.0,0.0
2021-01-08,2136000.0,42.72,0.025937,18612000.0,2136000.0,0.0
2021-01-11,0.0,41.2,-0.03558,18612000.0,0.0,0.0
2021-01-12,0.0,41.08,-0.002913,18612000.0,0.0,0.0
2021-01-13,6243000.0,41.62,0.013145,24855000.0,6243000.0,0.0
2021-01-14,0.0,43.44,0.043729,24855000.0,0.0,0.0
2021-01-15,-4126000.0,41.26,-0.050184,20729000.0,0.0,-4126000.0
2021-01-19,2318000.0,46.36,0.123606,23047000.0,2318000.0,0.0
2021-01-20,-4622000.0,46.22,-0.00302,18425000.0,0.0,-4622000.0
2021-01-21,0.0,47.53,0.028343,18425000.0,0.0,0.0
2021-01-22,-2454000.0,49.09,0.032821,15971000.0,0.0,-2454000.0
2021-01-25,0.0,43.4,-0.11591,15971000.0,0.0,0.0
2021-01-26,-10530000.0,42.12,-0.029493,5441000.0,0.0,-10530000.0
2021-01-27,6002000.0,40.01,-0.050095,11443000.0,6002000.0,0.0
2021-01-28,0.0,41.14,0.028243,11443000.0,0.0,0.0
2021-01-29,2211000.0,44.22,0.074866,13654000.0,2211000.0,0.0
2021-02-01,0.0,34.35,-0.223202,13654000.0,0.0,0.0
2021-02-02,18959000.0,34.47,0.003493,32613000.0,18959000.0,0.0
2021-02-03,7164000.0,35.82,0.039165,39777000.0,7164000.0,0.0
2021-02-04,0.0,32.06,-0.104969,39777000.0,0.0,0.0
2021-02-05,0.0,33.63,0.048971,39777000.0,0.0,0.0
2021-02-08,29835000.0,33.15,-0.014273,69612000.0,29835000.0,0.0
2021-02-09,-6816000.0,34.08,0.028054,62796000.0,0.0,-6816000.0
2021-02-10,-8157000.0,32.63,-0.042547,54639000.0,0.0,-8157000.0
2021-02-11,0.0,33.65,0.03126,54639000.0,0.0,0.0
2021-02-12,0.0,32.79,-0.025557,54639000.0,0.0,0.0
