#,Trough Date,Trough Price,Peak Date,Peak Price,% Gain,Days,Gap,Trough Exact Vol,Trough ±3d Avg Vol,Trough -3d Avg Vol,Trough +3d Avg Vol,Trough Trail 30d Vol,Trough Trail 60d Vol,Trough Trail 90d Vol,Trough Trail 120d Vol,Trough Trail 150d Vol,Trough Trail 180d Vol,Peak Exact Vol,Peak ±3d Avg Vol,Peak -3d Avg Vol,Peak +3d Avg Vol,Peak Trail 30d Vol,Peak Trail 60d Vol,Peak Trail 90d Vol,Peak Trail 120d Vol,Peak Trail 150d Vol,Peak Trail 180d Vol
11,2015-03-18,28400.0000,2015-04-27,42990.0000,51.37,40,40,17,2,0,0,6,5,8,7,6,5,17,5,0,6,1,3,3,6,6,5
12,2015-05-21,23570.0000,2015-06-05,37200.0000,57.83,15,24,0,2,6,0,2,2,3,5,5,5,0,7,0,17,2,1,3,3,5,5
13,2015-08-12,24340.0000,2015-12-16,140630.0000,477.77,126,68,0,0,0,0,1,3,2,3,3,4,0,2,0,6,1,2,1,1,2,2
14,2016-01-08,53615.0000,2016-03-04,155440.0000,189.92,56,23,0,2,0,6,3,3,2,2,2,2,0,0,0,0,1,2,2,2,2,2
15,2016-04-22,76935.0000,2016-05-18,101985.0000,32.56,26,49,17,2,0,0,0,1,1,1,2,1,0,0,0,0,1,0,1,1,2,1
16,2016-07-01,37970.0000,2016-07-20,49575.0000,30.56,19,44,17,7,11,0,0,0,0,1,1,1,0,2,6,0,2,1,1,1,1,1
17,2016-10-13,25305.0000,2016-11-10,56905.0000,124.88,28,85,0,10,11,11,3,3,3,2,2,2,17,12,6,17,7,5,4,4,3,2
18,2016-12-09,21160.0000,2016-12-20,29290.0000,38.42,11,29,17,5,6,0,7,7,5,5,4,3,0,0,0,0,7,7,5,5,4,3
19,2016-12-29,18267.5000,2017-01-09,29680.0000,62.47,11,9,0,2,0,6,6,7,5,5,4,3,0,7,11,6,3,6,5,5,4,3
20,2017-01-26,20457.5000,2017-02-27,42525.0000,107.87,32,17,17,7,6,6,4,5,6,5,5,4,0,0,0,0,3,4,5,5,4,4
21,2017-05-12,22137.5000,2017-12-21,54700.0000,147.09,223,74,0,0,0,0,0,1,2,3,4,3,34,12,11,6,10,7,7,6,5,4
22,2018-01-30,24992.5000,2018-02-14,43960.0000,75.89,15,40,17,27,17,40,16,13,10,9,8,7,0,15,28,6,27,20,14,12,11,9
23,2018-06-15,29330.0000,2018-07-18,38835.0000,32.41,33,121,0,39,28,62,18,21,19,19,17,15,0,19,34,11,23,22,20,20,19,18
24,2018-11-19,3989.0000,2018-11-26,5263.7500,31.96,7,124,85,114,159,79,23,26,22,23,22,22,68,85,74,102,37,36,29,28,26,25
25,2018-12-07,3578.0000,2019-01-03,9508.7500,165.76,27,11,170,134,108,147,58,44,36,32,29,29,51,49,45,51,108,65,53,44,40,37
26,2019-01-16,4894.0000,2019-06-21,15017.5000,206.86,156,13,51,68,68,74,93,69,57,47,42,38,34,19,23,11,30,43,39,43,57,50
27,2019-07-10,9413.7500,2019-08-05,14677.5000,55.92,26,19,0,12,11,17,20,35,36,39,50,49,17,27,23,34,16,23,33,34,38,50
28,2019-09-17,6638.7500,2019-10-10,11415.0000,71.95,23,43,51,34,40,23,26,21,24,31,32,36,34,34,34,34,31,26,23,29,32,33
29,2019-11-05,6401.2500,2020-02-11,22140.0000,245.87,98,26,51,49,68,28,37,32,27,26,32,32,17,19,23,17,20,34,36,34,32,30
30,2020-02-20,15450.0000,2020-02-28,25455.0000,64.76,8,9,17,12,11,11,20,29,35,34,32,29,51,22,6,28,21,26,34,34,32,29
31,2020-03-11,14590.0000,2020-04-02,29250.0000,100.48,22,12,17,12,11,11,21,25,32,33,32,29,17,12,11,11,15,18,25,30,31,29
32,2020-04-08,16960.0000,2020-04-16,23180.0000,36.67,8,6,17,12,11,11,15,18,23,29,30,29,17,19,11,28,16,18,22,29,30,29
33,2020-04-21,12760.0000,2020-04-27,18635.0000,46.04,6,5,34,27,23,28,13,18,21,28,29,29,17,24,28,23,15,17,21,27,29,29
34,2020-05-05,10777.5000,2020-06-25,36135.0000,235.28,51,8,17,15,11,17,17,17,19,26,29,29,17,5,6,0,12,14,15,16,22,25
35,2020-07-07,16447.5000,2020-07-20,27115.0000,64.86,13,12,0,5,11,0,8,14,14,16,19,24,0,0,0,0,4,12,12,15,17,23
36,2020-08-28,5007.7500,2020-09-17,9055.0000,80.82,20,39,51,32,17,40,11,7,12,12,14,16,51,22,17,17,22,12,12,13,14,15
37,2020-09-24,6078.7500,2020-10-01,8893.7500,46.31,7,7,68,32,23,28,21,14,13,14,14,15,51,44,34,51,24,16,13,15,15,16
38,2020-10-21,6133.7500,2020-12-07,14567.5000,137.50,47,20,34,29,28,28,32,25,18,17,17,17,17,12,17,6,18,26,24,19,17,17
39,2020-12-22,9712.5000,2020-12-29,13550.0000,39.51,7,15,17,12,11,11,11,23,22,19,17,17,17,12,11,11,11,22,23,19,17,17
40,2021-01-12,8207.5000,2021-01-22,11620.0000,41.58,10,14,34,34,40,28,13,18,23,20,17,17,34,32,28,34,19,18,23,22,18,18
41,2021-02-19,5257.5000,2021-03-18,8663.7500,64.79,27,28,68,104,142,79,64,38,33,33,28,24,34,24,28,17,90,58,42,41,36,32
42,2021-08-04,1867.0000,2021-08-19,2477.5000,32.70,15,139,68,114,125,119,44,40,35,45,45,39,34,51,45,62,63,50,43,43,50,44
43,2021-09-15,683.5000,2021-09-21,1053.0000,54.06,6,27,646,265,74,329,112,77,64,54,59,56,816,362,329,244,127,92,72,61,62,60
44,2021-10-05,405.0000,2021-10-19,624.0000,54.07,14,14,442,563,227,941,284,173,129,104,91,89,442,537,924,181,401,245,176,141,118,113
45,2021-10-27,379.5000,2021-12-06,1055.0000,178.00,40,8,731,1168,1456,1026,483,297,213,169,140,130,1802,622,612,238,864,679,484,373,306,259
46,2022-01-18,523.5000,2022-01-20,702.5000,34.19,2,43,323,474,629,368,542,690,616,485,396,336,374,289,334,215,545,704,634,499,407,346
47,2022-02-02,257.0000,2022-02-11,460.0000,78.99,9,13,3264,2140,2369,1536,462,614,640,518,427,361,306,1229,1315,1451,860,702,757,639,523,443
48,2022-05-06,27.7500,2022-05-09,37.7500,36.04,3,84,56406,26282,32221,10302,1892,1430,1209,1075,1015,878,3417,21442,37604,11288,3193,2075,1654,1411,1279,1101
49,2022-06-08,13.4000,2022-07-05,46.6000,247.76,27,30,9554,11341,12835,10444,12255,6625,4835,3744,3174,2738,6749,6368,5831,6777,9786,9122,6362,5028,4130,3585
50,2022-07-26,6.7500,2022-08-03,10.3500,53.33,8,21,50898,23509,18876,19012,10904,12146,8563,6743,5486,4703,37995,25357,16513,29988,13486,13628,10150,7852,6444,5483
51,2022-08-23,4.2000,2022-10-21,16.6500,296.43,59,20,47549,49052,68142,30464,27783,18721,15620,11889,9760,8224,184552,133042,110710,138204,126256,84772,60293,48659,39231,32904
52,2022-11-07,5.5500,2022-11-09,8.9500,61.26,2,17,129489,91472,94752,75520,146176,103908,75208,58925,48703,40733,102697,86472,91313,76222,149220,106936,77404,60540,50054,41865
53,2022-11-23,3.9500,2022-12-06,10.1500,156.96,13,14,292587,92176,55788,61761,117083,111983,85781,66749,55798,46639,115209,82737,73825,80824,102528,110988,92365,72210,60578,50775
54,2022-12-13,4.6500,2023-02-21,53.3432,1047.17,70,7,88859,81685,91607,69371,91539,113688,95737,75309,62716,53104,67201,49137,31280,60973,59568,165455,147565,138675,117725,99886
55,2023-03-03,24.7860,2023-05-04,54.1516,118.48,62,10,22100,28715,22882,36754,55250,160278,141028,135633,119530,101566,35700,28006,36335,17113,33534,40281,112059,105199,114003,105778
56,2023-05-19,29.3311,2023-06-01,55.8485,90.41,13,15,33728,23628,20479,23409,30029,34398,44379,100211,103585,104135,27455,28866,27931,30271,24954,31520,39432,96029,97433,102616
57,2023-06-27,25.5058,2023-07-14,35.1081,37.65,17,26,19465,32752,35638,34295,26004,29367,31659,41651,87268,94009,37553,19397,14586,18156,26888,26096,29803,36164,81993,85415
58,2023-08-09,20.0994,2023-10-02,33.8939,68.63,54,26,226576,92728,46008,94832,23609,24995,27107,29551,37463,76191,22406,44003,40925,54281,56116,47036,40647,37325,38083,40658
59,2023-10-12,22.9524,2023-12-11,93.5576,307.62,60,10,26622,45596,55465,42052,53876,51072,42623,38231,38144,40536,17952,27193,34249,23216,54391,49113,55102,46878,42586,41167
60,2024-01-11,46.1941,2024-02-15,150.4644,225.72,35,31,73304,45133,44636,36238,25441,41611,46005,46884,42585,39816,17697,14768,16824,11736,22116,27705,36941,40799,41511,39074
61,2024-03-04,68.4547,2024-03-27,122.9494,79.61,23,18,19584,8799,8596,5406,12539,21168,32576,37049,41326,38521,8007,8209,8086,8398,11240,16714,22558,30601,35078,36485
62,2024-05-23,44.9738,2024-05-31,71.2888,58.51,8,57,34952,16971,11135,16813,6488,7899,11180,15072,23353,28050,11645,17175,18298,17895,8441,7872,9428,14520,22694,27324
63,2024-06-12,38.7059,2024-08-05,128.4561,231.88,54,12,13549,20152,21001,21505,11900,9012,9897,13698,21287,24929,4394,4335,4769,3882,10825,13190,10685,10822,13120,17026
64,2024-08-15,79.8652,2024-09-03,110.7402,38.66,19,10,944,5796,6017,7193,8228,12333,10300,10162,11870,14152,9479,6849,5171,7650,5324,10127,10415,9354,9846,12531
65,2024-10-03,70.6340,2024-11-01,124.8423,76.75,29,30,6310,8776,9377,8998,6244,6425,10028,9299,8975,9617,10814,13558,13424,14607,9369,7241,8237,10049,9211,9478
66,2024-11-21,63.8820,2024-12-04,97.8561,53.18,13,20,40286,28248,24173,28311,11766,9259,8067,9947,9918,9417,20337,14271,10767,15753,16681,12141,9901,10535,11166,10264
67,2025-01-17,28.3097,2025-01-31,39.5424,39.68,14,44,16648,18002,20473,15982,20762,18679,14985,12550,12596,12730,20225,16085,20973,9817,21734,19833,16494,13654,12894,13367
68,2025-03-04,9.8619,2025-04-24,25.5000,158.57,51,32,113172,40561,28606,28313,25167,23308,21142,17784,15307,14761,47711,47152,33680,60438,41952,35951,31249,27771,23969,20845
69,2025-05-09,12.7100,2025-05-19,19.3200,52.01,10,15,27376,28000,34387,21821,42105,40080,33621,30185,26285,22945,38694,34705,28926,39155,42530,41743,34193,30922,27114,23762
70,2025-06-19,10.4100,2025-08-26,31.3000,200.67,68,31,13026,39433,27395,60273,28264,34938,35748,32258,29556,26416,13402,25244,16956,37480,34638,31721,33285,35691,33586,31564
71,2025-10-02,20.3500,2025-10-15,29.8300,46.58,13,37,57809,30993,17749,35298,22239,28880,28884,32004,33186,31751,21116,21467,12196,30856,24235,27492,28846,30351,32669,32239
72,2025-12-05,10.5400,2025-12-22,28.1800,167.36,17,51,122563,61557,29557,73222,34540,28010,29289,30298,29891,31844,64538,38252,55044,12697,44719,35944,32652,32786,32185,33934
73,2025-12-29,19.2750,2026-01-15,35.2600,82.93,17,7,11860,24538,30257,23046,47970,37885,32670,33382,32484,33964,20176,64444,13156,130487,51931,42756,36102,34742,34202,33999
74,2026-01-30,7.5800,2026-02-26,15.6700,106.73,27,15,237347,168115,175875,137277,89381,65745,52022,45708,43147,41002,44767,40784,19753,60488,125527,88729,70346,58458,52899,49423
