#,Trough Date,Trough Price,Peak Date,Peak Price,% Gain,Days,Gap,Trough Exact Vol,Trough ±3d Avg Vol,Trough -3d Avg Vol,Trough +3d Avg Vol,Trough Trail 30d Vol,Trough Trail 60d Vol,Trough Trail 90d Vol,Trough Trail 120d Vol,Trough Trail 150d Vol,Trough Trail 180d Vol,Peak Exact Vol,Peak ±3d Avg Vol,Peak -3d Avg Vol,Peak +3d Avg Vol,Peak Trail 30d Vol,Peak Trail 60d Vol,Peak Trail 90d Vol,Peak Trail 120d Vol,Peak Trail 150d Vol,Peak Trail 180d Vol
12,2015-12-16,37607964.8280,2016-01-08,77581113.7500,106.29,23,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2016-03-04,19704631.4220,2016-04-22,32157083.4480,63.20,49,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2016-05-26,21208323.2760,2016-07-01,47883195.9480,125.78,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2016-08-19,30089505.4740,2016-10-13,49606177.0260,64.86,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2016-11-10,19391362.2840,2016-12-09,46050571.8960,137.48,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2016-12-20,31452225.0000,2016-12-29,45658984.2240,45.17,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2017-01-09,24544640.8620,2017-01-26,31953455.6040,30.19,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2017-02-27,13235623.2540,2017-04-06,21505929.3960,62.49,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2017-08-04,9570373.4700,2017-09-19,12483777.3060,30.44,46,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017-11-01,7408816.4220,2017-11-13,9961960.3020,34.46,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2017-12-22,4652047.5540,2018-01-30,8771537.5860,88.55,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2018-02-12,4605057.1980,2018-11-14,17386439.7840,277.55,275,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2018-11-16,10682479.3320,2018-11-19,14300739.1380,33.87,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2019-01-03,3015215.8680,2019-01-16,4918326.3360,63.12,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2019-02-08,2216379.5640,2019-03-08,2968225.5120,33.92,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2019-06-21,1104273.9120,2019-07-10,1636831.4760,48.23,19,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2019-08-05,963302.7180,2019-09-17,1887446.7780,95.93,43,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2019-10-10,1049451.8160,2019-11-05,1715148.8340,63.43,26,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,2020-02-11,338330.7060,2020-02-20,462072.0300,36.57,9,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2020-02-28,267845.1720,2020-03-11,405683.5860,51.46,12,8,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
32,2020-04-02,172298.0700,2020-04-21,322667.2680,87.27,19,22,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
33,2020-04-27,205191.3360,2020-05-05,325799.9640,58.78,8,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34,2020-06-25,68919.2280,2020-07-07,123741.3240,79.55,12,51,8,4,3,5,1,1,1,1,1,0,0,4,5,3,2,1,1,1,1,1
35,2020-07-20,70485.5760,2020-08-27,222421.1220,215.56,38,13,19,8,6,7,3,2,1,1,1,1,4,3,2,3,6,4,3,2,2,2
36,2020-09-17,114343.2360,2020-09-24,158200.9380,38.36,7,21,9,3,1,4,4,5,3,3,2,2,3,4,3,6,3,5,4,3,2,2
37,2020-10-01,97113.4500,2020-10-21,133139.4120,37.10,20,7,20,13,12,10,3,4,4,3,2,2,0,0,0,0,5,5,5,4,3,3
38,2020-12-07,26716.2000,2020-12-22,38131.8000,42.73,15,47,5,3,3,2,1,3,3,4,3,3,0,4,5,4,2,3,3,4,3,3
39,2020-12-30,24536.4000,2021-01-12,37753.8000,53.87,13,8,0,3,4,3,2,3,3,4,3,3,6,4,4,3,2,2,3,4,4,3
40,2021-01-22,25533.9000,2021-02-19,45101.7000,76.63,28,10,3,5,3,7,3,2,3,3,4,3,0,2,4,2,4,3,3,3,4,4
41,2021-04-07,25439.4000,2021-09-15,188273.4000,640.09,161,47,9,2,2,0,2,3,3,3,3,4,2,2,1,3,1,1,1,1,2,2
42,2021-09-21,118731.9000,2021-10-05,235380.6000,98.25,14,6,1,2,3,0,1,1,1,1,2,2,9,4,4,3,1,1,1,1,1,2
43,2021-10-19,126298.2000,2021-10-27,185816.4000,47.13,8,14,3,2,3,2,2,1,1,1,2,2,1,3,2,3,3,2,1,2,1,2
44,2021-12-31,27573.0000,2022-02-02,75072.9000,172.27,33,65,1,9,8,13,6,5,4,3,3,2,20,22,31,15,9,7,6,5,4,3
45,2022-02-11,35042.7000,2022-05-05,259165.2000,639.57,83,9,11,8,8,6,13,9,7,6,5,4,14,10,8,9,6,8,9,8,7,6
46,2022-05-10,150423.0000,2022-06-08,304239.6000,102.26,29,5,14,9,9,7,6,7,9,8,7,6,1,4,3,5,6,7,8,8,8,7
47,2022-07-05,38247.3000,2022-07-26,146076.0000,281.92,21,27,4,4,4,3,5,6,6,8,8,7,8,5,5,5,5,6,6,7,8,7
48,2022-08-08,88326.0000,2022-08-23,172691.4000,95.52,15,13,4,7,12,4,5,5,6,6,8,7,4,3,4,2,6,5,6,6,7,7
49,2022-09-07,86431.8000,2022-09-14,114303.0000,32.25,7,15,4,2,2,2,5,5,6,6,7,7,2,3,3,4,5,5,5,6,6,7
50,2022-10-03,43686.3000,2022-10-06,57831.9000,32.38,3,19,8,6,8,3,4,5,5,5,6,7,3,3,4,1,4,5,5,5,6,7
51,2022-10-21,24271.8000,2022-11-07,46149.6000,90.14,17,15,37,27,25,25,4,5,5,5,5,6,31,23,17,27,11,8,7,7,7,7
52,2022-11-16,26384.4000,2022-11-23,51185.4000,94.00,7,9,27,28,30,26,15,10,9,8,7,7,37,25,22,24,20,12,10,9,8,8
53,2022-12-06,16317.0000,2022-12-13,31997.7000,96.10,7,13,63,52,53,47,26,15,12,10,9,9,54,49,52,44,29,19,14,12,11,10
54,2023-02-21,1130.4300,2023-03-03,2137.8000,89.11,10,70,1166,773,517,897,238,143,103,78,64,54,510,747,742,831,427,253,177,134,108,91
55,2023-05-04,438.0600,2023-05-19,716.5200,63.57,15,62,2822,2578,2930,2144,1742,1190,840,639,514,429,3249,2025,1516,2125,2205,1529,1097,835,672,560
56,2023-06-01,351.9600,2023-06-26,642.3900,82.52,25,13,3263,2650,2880,2216,2155,1701,1263,966,778,649,2892,2077,2204,1678,2225,2132,1666,1297,1045,874
57,2023-08-02,415.3800,2023-08-09,653.1000,57.23,7,37,2386,1890,1818,1797,1684,1950,1938,1623,1330,1114,5356,2414,1702,2145,1609,1933,1997,1692,1394,1170
58,2023-10-02,344.4000,2023-10-12,483.4200,40.37,10,54,1902,1878,1326,2423,2697,2235,2225,2217,1987,1702,2159,2263,2370,2192,2497,2347,2178,2180,2042,1783
59,2023-12-11,83.1600,2024-01-11,154.1400,85.35,31,60,16246,8382,6732,7411,4912,3561,3293,2874,2746,2624,13986,12279,9792,14198,6681,5236,4319,3805,3401,3200
60,2024-02-15,38.6400,2024-03-04,61.5300,59.24,18,35,10438,13555,11573,16577,8687,7640,6213,5330,4642,4210,19284,13784,17631,8103,10157,9236,7677,6282,5568,4931
61,2024-05-01,30.6600,2024-05-23,70.1400,128.77,22,58,18029,10788,6236,12927,8122,9947,9486,8695,7402,6619,26489,10529,8666,7071,8051,9228,9599,8956,7943,7011
62,2024-05-31,41.2860,2024-06-10,67.2000,62.77,10,8,8371,7290,6674,7544,8954,9193,9514,9214,8283,7252,9041,7179,8032,5706,8526,8501,9282,9214,8452,7412
63,2024-08-05,14.3910,2024-08-15,22.1775,54.11,10,56,18458,20439,12595,28944,10849,9098,8861,9646,9394,8909,28490,37812,37054,41676,16243,11611,10387,10588,10410,9814
64,2024-09-03,15.4260,2024-10-03,22.2360,44.15,30,19,49849,40322,33700,43770,27378,17336,14399,12918,12504,11921,61313,49508,52488,42592,42140,30820,22964,19238,17448,16180
65,2024-11-07,11.1165,2024-11-21,18.7960,69.08,14,35,61294,79613,82218,83115,60815,50031,38277,30399,25923,23502,155677,138539,115169,156197,70106,57356,46353,36545,30945,27245
66,2024-12-04,10.7510,2025-01-17,25.1410,133.85,44,13,137118,105841,90623,110634,95197,71483,58431,46133,38526,33392,134060,93917,112511,61941,107488,101789,83576,70485,58216,49884
67,2025-01-31,16.0030,2025-03-10,45.5245,184.47,38,14,64961,45778,55965,29197,101458,104896,89172,76439,63737,54214,22374,11790,6973,13078,35899,72286,82737,74971,66950,57685
68,2025-04-24,11.5100,2025-05-09,21.0500,82.88,15,45,22461,32464,29363,38900,13253,23810,51977,64748,62410,58019,8267,13296,16372,11896,19746,19637,42783,60370,60969,57831
69,2025-05-30,12.1300,2025-06-19,19.2100,58.37,20,21,30944,28139,23970,31373,25645,17526,28661,49000,58240,56494,12790,39265,36296,51058,23411,21139,21059,38895,53486,54948
70,2025-07-09,8.5900,2025-07-16,11.8500,37.95,7,20,108957,76431,43089,98931,36141,31266,23714,32301,47801,55048,57280,63823,76074,53753,43964,34318,26984,30059,46660,55184
71,2025-08-26,4.6400,2025-10-02,6.5980,42.20,37,41,109087,111801,76085,148421,96806,67568,53176,42740,43829,55103,172499,132682,122380,129712,99713,94611,75121,62939,52073,53071
72,2025-10-15,4.3770,2025-12-05,9.7720,123.26,51,13,120825,115481,85086,144096,103864,103152,85205,70481,59084,54539,228568,147151,66761,200401,119566,110943,111436,99286,84111,73237
73,2025-12-22,3.1140,2025-12-29,4.2825,37.52,7,17,512605,281211,307942,177348,123373,126151,119328,109966,94630,82672,98600,199116,315350,116388,146782,137151,124672,115881,99933,87676
74,2026-01-15,1.8642,2026-01-30,5.5600,198.25,15,17,345625,471660,350001,635330,262497,195559,163890,150139,130448,113031,178946,198687,120758,283196,395484,255607,211577,185466,163560,141057
75,2026-02-26,1.4345,2026-03-03,1.9765,37.78,5,27,175691,270397,141314,431049,335970,299234,242363,206910,187305,164702,672434,465466,265468,596475,315102,303414,242340,206758,187973,166779
